ID	(x,y)	        (larg,haut)	 temps(ms)
100	(434, 73)	(11, 27)	4760
61	(38, 52)	(20, 52)	4760
89	(802, 39)	(31, 63)	4760
57	(379, 33)	(7, 43)	4760
37	(405, 30)	(12, 49)	4760
94	(107, 13)	(35, 48)	4760
11	(332, 12)	(13, 42)	4760
19	(601, 0)	(14, 22)	4760
115	(523, 0)	(28, 28)	4760
3	(462, 473)	(19, 23)	4800
101	(33, 471)	(51, 33)	4800
119	(818, 419)	(40, 37)	4800
87	(321, 369)	(41, 64)	4800
80	(567, 321)	(33, 85)	4800
82	(34, 311)	(36, 70)	4800
51	(474, 309)	(14, 23)	4800
117	(252, 264)	(32, 58)	4800
121	(166, 244)	(34, 31)	4800
121	(161, 234)	(13, 15)	4800
124	(207, 232)	(23, 37)	4800
0	(501, 221)	(18, 26)	4800
120	(884, 213)	(12, 24)	4800
118	(261, 196)	(22, 59)	4800
36	(449, 177)	(24, 36)	4800
84	(828, 156)	(31, 63)	4800
32	(755, 141)	(21, 72)	4800
4	(327, 139)	(13, 33)	4800
4	(331, 142)	(8, 22)	4800
77	(880, 114)	(16, 28)	4800
54	(527, 102)	(38, 59)	4800
122	(339, 79)	(13, 45)	4800
100	(434, 74)	(11, 25)	4800
61	(38, 52)	(20, 52)	4800
89	(803, 39)	(30, 64)	4800
57	(379, 35)	(7, 41)	4800
37	(405, 31)	(12, 48)	4800
94	(107, 13)	(36, 47)	4800
11	(332, 11)	(13, 41)	4800
19	(602, 0)	(12, 20)	4800
115	(522, 0)	(29, 27)	4800
101	(33, 474)	(49, 30)	4840
119	(821, 426)	(28, 22)	4840
87	(324, 368)	(34, 60)	4840
82	(43, 333)	(26, 48)	4840
80	(572, 332)	(27, 52)	4840
51	(475, 308)	(13, 21)	4840
117	(252, 265)	(32, 56)	4840
121	(167, 244)	(33, 30)	4840
124	(207, 233)	(23, 35)	4840
0	(501, 227)	(17, 18)	4840
120	(885, 215)	(11, 22)	4840
118	(261, 197)	(22, 58)	4840
36	(450, 179)	(22, 34)	4840
84	(828, 158)	(30, 62)	4840
32	(754, 156)	(21, 55)	4840
77	(880, 115)	(16, 28)	4840
54	(527, 102)	(37, 59)	4840
122	(339, 79)	(13, 44)	4840
61	(38, 52)	(19, 44)	4840
89	(803, 40)	(31, 64)	4840
37	(405, 31)	(11, 47)	4840
94	(127, 26)	(16, 34)	4840
94	(107, 13)	(17, 33)	4840
11	(332, 11)	(12, 40)	4840
115	(522, 0)	(28, 26)	4840
101	(32, 476)	(47, 28)	4880
119	(823, 436)	(16, 15)	4880
87	(326, 368)	(31, 57)	4880
80	(572, 337)	(26, 29)	4880
82	(44, 335)	(25, 44)	4880
117	(251, 267)	(33, 54)	4880
121	(168, 252)	(12, 22)	4880
121	(182, 246)	(17, 23)	4880
124	(207, 234)	(23, 34)	4880
0	(501, 228)	(16, 16)	4880
118	(263, 198)	(19, 57)	4880
36	(451, 183)	(19, 29)	4880
84	(829, 160)	(29, 59)	4880
32	(754, 160)	(16, 45)	4880
77	(880, 116)	(16, 28)	4880
54	(527, 102)	(37, 61)	4880
122	(339, 79)	(12, 44)	4880
89	(804, 73)	(25, 31)	4880
61	(38, 53)	(18, 43)	4880
125	(819, 46)	(16, 25)	4880
37	(405, 32)	(11, 46)	4880
126	(129, 27)	(14, 33)	4880
94	(107, 14)	(17, 32)	4880
11	(332, 11)	(12, 40)	4880
115	(522, 0)	(28, 26)	4880
101	(31, 480)	(44, 24)	4920
87	(330, 371)	(22, 32)	4920
82	(45, 336)	(27, 41)	4920
117	(251, 269)	(34, 52)	4920
124	(207, 233)	(17, 20)	4920
0	(500, 225)	(16, 14)	4920
118	(262, 200)	(20, 54)	4920
36	(453, 185)	(15, 20)	4920
32	(753, 164)	(15, 36)	4920
84	(830, 161)	(29, 57)	4920
54	(531, 126)	(12, 41)	4920
77	(881, 117)	(15, 28)	4920
127	(547, 102)	(16, 31)	4920
122	(339, 77)	(12, 42)	4920
89	(804, 74)	(25, 30)	4920
61	(38, 53)	(17, 43)	4920
125	(820, 47)	(16, 23)	4920
37	(404, 31)	(12, 45)	4920
126	(107, 15)	(17, 32)	4920
11	(332, 9)	(12, 36)	4920
115	(523, 0)	(26, 23)	4920
101	(31, 483)	(42, 21)	4960
87	(329, 372)	(22, 46)	4960
82	(47, 337)	(26, 43)	4960
128	(578, 334)	(13, 18)	4960
117	(250, 270)	(36, 54)	4960
124	(207, 234)	(17, 19)	4960
0	(500, 223)	(16, 13)	4960
118	(262, 200)	(20, 53)	4960
32	(752, 166)	(16, 32)	4960
84	(831, 162)	(28, 56)	4960
54	(531, 128)	(11, 40)	4960
77	(881, 118)	(15, 27)	4960
127	(547, 102)	(16, 31)	4960
122	(340, 77)	(11, 36)	4960
89	(804, 75)	(25, 30)	4960
61	(38, 53)	(17, 42)	4960
125	(821, 47)	(16, 23)	4960
37	(404, 32)	(12, 44)	4960
126	(107, 15)	(17, 34)	4960
11	(332, 9)	(11, 32)	4960
115	(523, 0)	(26, 23)	4960
101	(31, 486)	(40, 18)	5000
82	(48, 339)	(26, 38)	5000
117	(250, 273)	(35, 54)	5000
32	(751, 167)	(16, 26)	5000
84	(831, 163)	(28, 53)	5000
77	(881, 119)	(15, 27)	5000
127	(547, 106)	(16, 26)	5000
122	(340, 77)	(9, 23)	5000
89	(807, 76)	(22, 30)	5000
61	(38, 60)	(17, 35)	5000
125	(822, 48)	(15, 22)	5000
37	(404, 33)	(12, 34)	5000
126	(107, 16)	(16, 33)	5000
11	(332, 9)	(10, 30)	5000
115	(524, 0)	(25, 17)	5000
101	(31, 489)	(33, 15)	5040
82	(49, 340)	(28, 39)	5040
117	(250, 274)	(36, 57)	5040
32	(750, 164)	(17, 27)	5040
84	(833, 163)	(26, 53)	5040
77	(882, 119)	(14, 27)	5040
127	(546, 105)	(16, 26)	5040
122	(340, 77)	(10, 23)	5040
89	(807, 76)	(22, 30)	5040
61	(38, 60)	(17, 36)	5040
125	(822, 48)	(16, 23)	5040
37	(403, 32)	(13, 36)	5040
126	(107, 17)	(17, 32)	5040
11	(332, 9)	(10, 31)	5040
115	(524, 0)	(25, 14)	5040
101	(31, 492)	(32, 12)	5080
82	(51, 342)	(29, 37)	5080
117	(251, 277)	(29, 46)	5080
84	(833, 164)	(26, 47)	5080
77	(882, 121)	(14, 24)	5080
127	(546, 105)	(15, 25)	5080
89	(807, 87)	(22, 20)	5080
122	(341, 76)	(8, 21)	5080
61	(38, 59)	(19, 45)	5080
125	(823, 48)	(15, 23)	5080
126	(108, 17)	(16, 31)	5080
11	(333, 8)	(9, 30)	5080
115	(524, 0)	(25, 19)	5080
82	(53, 347)	(33, 41)	5120
117	(251, 280)	(29, 56)	5120
84	(832, 167)	(28, 54)	5120
129	(748, 161)	(19, 22)	5120
77	(882, 119)	(14, 27)	5120
127	(546, 103)	(14, 25)	5120
89	(807, 88)	(22, 21)	5120
122	(341, 75)	(9, 21)	5120
61	(38, 60)	(18, 44)	5120
125	(824, 50)	(15, 22)	5120
130	(406, 32)	(10, 18)	5120
126	(108, 19)	(15, 32)	5120
11	(333, 8)	(9, 30)	5120
82	(55, 348)	(32, 41)	5160
117	(266, 280)	(16, 57)	5160
117	(251, 280)	(15, 23)	5160
84	(832, 168)	(28, 56)	5160
129	(748, 161)	(16, 29)	5160
77	(883, 120)	(13, 27)	5160
127	(545, 97)	(15, 29)	5160
89	(804, 88)	(25, 21)	5160
122	(340, 74)	(10, 22)	5160
61	(38, 53)	(18, 52)	5160
125	(825, 50)	(15, 23)	5160
130	(406, 33)	(10, 17)	5160
126	(108, 20)	(15, 31)	5160
11	(333, 7)	(9, 35)	5160
82	(57, 349)	(29, 41)	5200
117	(251, 282)	(15, 23)	5200
117	(266, 281)	(16, 57)	5200
84	(833, 170)	(27, 57)	5200
129	(747, 159)	(17, 31)	5200
77	(882, 121)	(14, 26)	5200
89	(804, 97)	(21, 12)	5200
127	(545, 97)	(15, 28)	5200
122	(340, 73)	(10, 22)	5200
61	(38, 57)	(17, 48)	5200
125	(825, 51)	(15, 22)	5200
130	(406, 33)	(10, 17)	5200
126	(108, 20)	(15, 31)	5200
11	(333, 7)	(9, 35)	5200
82	(57, 351)	(27, 43)	5240
117	(251, 283)	(14, 24)	5240
117	(266, 282)	(16, 57)	5240
84	(832, 172)	(28, 57)	5240
129	(745, 157)	(18, 33)	5240
77	(882, 122)	(14, 26)	5240
89	(803, 98)	(22, 12)	5240
127	(544, 98)	(15, 27)	5240
122	(340, 72)	(10, 23)	5240
61	(37, 53)	(18, 53)	5240
125	(826, 51)	(15, 23)	5240
130	(406, 33)	(10, 16)	5240
126	(108, 21)	(15, 31)	5240
11	(332, 6)	(10, 36)	5240
82	(58, 352)	(26, 42)	5280
117	(251, 284)	(14, 24)	5280
117	(265, 283)	(16, 55)	5280
84	(833, 173)	(27, 57)	5280
129	(749, 156)	(14, 33)	5280
77	(882, 124)	(14, 25)	5280
89	(804, 98)	(21, 12)	5280
127	(544, 98)	(15, 27)	5280
122	(341, 71)	(9, 22)	5280
61	(37, 59)	(17, 38)	5280
125	(827, 52)	(14, 22)	5280
130	(406, 32)	(10, 17)	5280
126	(108, 21)	(15, 30)	5280
11	(332, 5)	(10, 37)	5280
82	(60, 354)	(25, 41)	5320
117	(251, 286)	(14, 24)	5320
117	(265, 285)	(18, 54)	5320
84	(835, 176)	(25, 59)	5320
129	(744, 156)	(18, 27)	5320
77	(882, 127)	(14, 24)	5320
89	(804, 99)	(21, 12)	5320
127	(544, 96)	(15, 28)	5320
122	(341, 69)	(9, 28)	5320
61	(37, 59)	(16, 37)	5320
125	(828, 52)	(14, 23)	5320
130	(406, 31)	(10, 18)	5320
126	(108, 20)	(16, 32)	5320
11	(332, 3)	(11, 39)	5320
82	(60, 355)	(25, 41)	5360
117	(251, 287)	(14, 25)	5360
117	(264, 286)	(19, 53)	5360
84	(835, 177)	(25, 59)	5360
129	(747, 156)	(14, 26)	5360
77	(882, 128)	(14, 24)	5360
89	(804, 100)	(21, 11)	5360
127	(544, 96)	(15, 28)	5360
122	(341, 68)	(9, 27)	5360
61	(38, 53)	(15, 44)	5360
125	(828, 52)	(14, 23)	5360
126	(108, 20)	(16, 32)	5360
11	(332, 3)	(11, 39)	5360
82	(61, 355)	(24, 42)	5400
117	(251, 287)	(31, 53)	5400
84	(835, 178)	(25, 58)	5400
129	(746, 155)	(14, 26)	5400
77	(882, 129)	(14, 23)	5400
89	(804, 101)	(22, 10)	5400
127	(544, 96)	(15, 27)	5400
122	(341, 67)	(10, 28)	5400
61	(38, 54)	(17, 50)	5400
125	(828, 52)	(15, 24)	5400
131	(406, 30)	(9, 18)	5400
126	(108, 20)	(16, 32)	5400
11	(332, 2)	(11, 40)	5400
82	(62, 356)	(23, 40)	5440
117	(251, 289)	(32, 53)	5440
84	(835, 179)	(26, 57)	5440
129	(745, 154)	(14, 23)	5440
77	(883, 130)	(13, 23)	5440
127	(544, 95)	(15, 28)	5440
89	(804, 92)	(26, 20)	5440
122	(341, 67)	(10, 27)	5440
61	(38, 54)	(17, 51)	5440
125	(828, 53)	(16, 23)	5440
131	(405, 30)	(10, 18)	5440
126	(108, 21)	(17, 31)	5440
11	(333, 0)	(10, 41)	5440
82	(63, 357)	(23, 40)	5480
132	(331, 345)	(26, 17)	5480
117	(250, 290)	(32, 57)	5480
133	(504, 205)	(13, 15)	5480
84	(835, 179)	(26, 57)	5480
129	(744, 152)	(14, 26)	5480
77	(884, 131)	(12, 22)	5480
89	(804, 92)	(26, 21)	5480
127	(544, 91)	(15, 31)	5480
122	(341, 66)	(9, 27)	5480
125	(829, 53)	(15, 23)	5480
61	(38, 53)	(17, 52)	5480
131	(405, 29)	(10, 19)	5480
126	(107, 21)	(18, 31)	5480
11	(333, 0)	(10, 41)	5480
82	(64, 360)	(22, 42)	5520
117	(250, 293)	(30, 61)	5520
134	(259, 248)	(12, 22)	5520
133	(504, 202)	(14, 15)	5520
84	(835, 181)	(27, 56)	5520
129	(742, 148)	(15, 29)	5520
77	(885, 132)	(11, 22)	5520
89	(804, 103)	(22, 12)	5520
127	(545, 89)	(15, 32)	5520
89	(807, 80)	(24, 24)	5520
122	(341, 65)	(9, 32)	5520
125	(830, 53)	(15, 24)	5520
61	(38, 53)	(17, 52)	5520
131	(404, 28)	(11, 35)	5520
135	(157, 24)	(13, 30)	5520
126	(107, 21)	(18, 32)	5520
11	(334, 0)	(9, 41)	5520
82	(65, 361)	(23, 45)	5560
136	(329, 339)	(30, 26)	5560
117	(250, 294)	(30, 63)	5560
134	(258, 247)	(13, 25)	5560
133	(503, 201)	(15, 15)	5560
84	(834, 181)	(29, 58)	5560
129	(742, 145)	(15, 30)	5560
137	(538, 143)	(12, 40)	5560
77	(886, 132)	(10, 23)	5560
89	(804, 95)	(27, 21)	5560
127	(545, 87)	(15, 33)	5560
122	(340, 64)	(10, 43)	5560
125	(831, 53)	(15, 25)	5560
61	(38, 53)	(17, 52)	5560
131	(404, 27)	(11, 39)	5560
135	(158, 24)	(14, 27)	5560
126	(107, 22)	(18, 33)	5560
11	(334, 0)	(9, 40)	5560
138	(319, 364)	(11, 22)	5600
82	(65, 363)	(23, 49)	5600
136	(328, 325)	(33, 44)	5600
117	(249, 295)	(31, 64)	5600
139	(585, 284)	(21, 39)	5600
140	(482, 271)	(11, 19)	5600
141	(169, 250)	(12, 23)	5600
141	(183, 245)	(17, 23)	5600
142	(215, 232)	(16, 34)	5600
134	(252, 218)	(23, 58)	5600
143	(445, 206)	(14, 15)	5600
133	(502, 198)	(16, 17)	5600
84	(834, 181)	(30, 59)	5600
137	(537, 142)	(14, 42)	5600
129	(741, 135)	(20, 41)	5600
77	(886, 132)	(10, 23)	5600
127	(544, 85)	(16, 34)	5600
89	(804, 81)	(29, 36)	5600
122	(339, 63)	(11, 43)	5600
61	(38, 53)	(17, 53)	5600
125	(831, 52)	(15, 26)	5600
131	(403, 25)	(12, 41)	5600
135	(158, 23)	(17, 36)	5600
126	(107, 21)	(19, 36)	5600
11	(333, 0)	(10, 39)	5600
82	(65, 365)	(23, 54)	5640
138	(319, 360)	(11, 23)	5640
136	(328, 322)	(34, 50)	5640
117	(248, 297)	(32, 63)	5640
139	(583, 274)	(25, 61)	5640
140	(481, 269)	(13, 20)	5640
141	(168, 249)	(13, 24)	5640
141	(183, 243)	(18, 25)	5640
142	(214, 231)	(17, 36)	5640
134	(251, 219)	(24, 60)	5640
143	(443, 204)	(16, 36)	5640
133	(502, 196)	(17, 17)	5640
84	(834, 182)	(31, 60)	5640
137	(536, 142)	(18, 42)	5640
77	(887, 132)	(9, 24)	5640
129	(741, 132)	(21, 48)	5640
127	(544, 84)	(17, 34)	5640
89	(805, 81)	(30, 37)	5640
122	(339, 61)	(12, 43)	5640
61	(37, 53)	(19, 53)	5640
125	(832, 47)	(15, 31)	5640
131	(403, 24)	(12, 44)	5640
135	(160, 23)	(18, 36)	5640
126	(107, 21)	(19, 36)	5640
11	(333, 0)	(10, 37)	5640
82	(65, 367)	(25, 55)	5680
138	(319, 357)	(12, 23)	5680
136	(328, 320)	(35, 47)	5680
117	(248, 298)	(31, 63)	5680
139	(580, 272)	(28, 72)	5680
140	(481, 268)	(13, 20)	5680
141	(168, 249)	(13, 24)	5680
141	(183, 243)	(17, 25)	5680
142	(214, 231)	(17, 36)	5680
134	(251, 220)	(23, 62)	5680
143	(443, 205)	(16, 37)	5680
133	(502, 195)	(17, 17)	5680
84	(834, 183)	(31, 63)	5680
137	(535, 142)	(20, 42)	5680
77	(887, 133)	(9, 24)	5680
129	(741, 130)	(20, 49)	5680
127	(544, 83)	(17, 33)	5680
89	(805, 81)	(32, 37)	5680
122	(338, 60)	(13, 41)	5680
61	(37, 53)	(18, 53)	5680
125	(833, 47)	(14, 32)	5680
131	(402, 23)	(12, 44)	5680
126	(106, 21)	(20, 36)	5680
135	(161, 15)	(20, 44)	5680
11	(333, 0)	(10, 35)	5680
82	(68, 372)	(27, 53)	5720
136	(321, 315)	(44, 58)	5720
117	(247, 300)	(32, 61)	5720
139	(580, 268)	(28, 77)	5720
140	(481, 264)	(13, 22)	5720
141	(167, 248)	(13, 25)	5720
141	(183, 243)	(17, 25)	5720
142	(214, 231)	(17, 36)	5720
134	(250, 223)	(24, 63)	5720
143	(442, 206)	(23, 37)	5720
133	(502, 192)	(17, 18)	5720
84	(834, 186)	(32, 65)	5720
137	(536, 144)	(20, 43)	5720
77	(888, 134)	(8, 24)	5720
129	(741, 126)	(19, 53)	5720
89	(806, 82)	(27, 37)	5720
127	(544, 81)	(16, 33)	5720
122	(338, 58)	(13, 41)	5720
61	(37, 52)	(18, 54)	5720
125	(834, 48)	(14, 31)	5720
131	(378, 27)	(16, 43)	5720
126	(106, 22)	(20, 36)	5720
131	(401, 15)	(13, 52)	5720
135	(164, 15)	(20, 38)	5720
11	(332, 0)	(12, 32)	5720
82	(68, 368)	(28, 59)	5760
136	(322, 313)	(44, 57)	5760
117	(247, 301)	(32, 60)	5760
139	(579, 265)	(29, 79)	5760
140	(482, 263)	(12, 22)	5760
141	(166, 248)	(14, 25)	5760
141	(183, 242)	(17, 26)	5760
142	(214, 230)	(17, 37)	5760
134	(250, 224)	(24, 63)	5760
143	(441, 206)	(24, 37)	5760
84	(834, 187)	(32, 66)	5760
133	(502, 187)	(16, 23)	5760
137	(535, 145)	(21, 45)	5760
77	(888, 135)	(8, 24)	5760
129	(741, 113)	(19, 66)	5760
89	(806, 82)	(27, 38)	5760
127	(544, 80)	(16, 33)	5760
122	(337, 57)	(14, 42)	5760
61	(37, 52)	(18, 54)	5760
125	(834, 48)	(15, 31)	5760
131	(378, 26)	(16, 44)	5760
126	(106, 23)	(20, 36)	5760
135	(166, 15)	(18, 39)	5760
131	(401, 14)	(13, 53)	5760
11	(332, 0)	(12, 32)	5760
82	(68, 370)	(29, 58)	5800
136	(322, 311)	(44, 57)	5800
136	(329, 330)	(10, 27)	5800
117	(246, 301)	(33, 60)	5800
139	(579, 263)	(29, 73)	5800
140	(482, 261)	(12, 22)	5800
141	(166, 248)	(14, 25)	5800
141	(182, 242)	(19, 26)	5800
142	(214, 230)	(17, 37)	5800
134	(250, 225)	(24, 63)	5800
143	(441, 206)	(24, 37)	5800
84	(839, 189)	(27, 65)	5800
133	(502, 186)	(16, 23)	5800
137	(536, 147)	(21, 46)	5800
77	(888, 136)	(8, 24)	5800
129	(741, 112)	(18, 66)	5800
89	(806, 82)	(28, 38)	5800
127	(544, 79)	(16, 34)	5800
122	(337, 56)	(13, 42)	5800
61	(37, 52)	(18, 54)	5800
125	(834, 48)	(16, 31)	5800
131	(379, 26)	(15, 43)	5800
126	(106, 23)	(19, 36)	5800
131	(400, 14)	(13, 53)	5800
135	(167, 14)	(18, 41)	5800
11	(331, 0)	(13, 32)	5800
82	(70, 377)	(28, 51)	5840
136	(323, 310)	(43, 61)	5840
117	(246, 302)	(34, 60)	5840
139	(579, 261)	(29, 75)	5840
140	(482, 259)	(13, 22)	5840
141	(166, 248)	(15, 25)	5840
141	(183, 242)	(18, 25)	5840
142	(214, 230)	(17, 37)	5840
134	(250, 226)	(24, 62)	5840
143	(441, 206)	(24, 37)	5840
84	(839, 191)	(27, 65)	5840
133	(502, 184)	(16, 25)	5840
137	(536, 148)	(21, 46)	5840
129	(740, 111)	(19, 67)	5840
89	(807, 82)	(27, 38)	5840
127	(544, 79)	(16, 33)	5840
122	(337, 55)	(13, 43)	5840
61	(37, 52)	(19, 54)	5840
125	(834, 49)	(16, 31)	5840
131	(379, 26)	(15, 43)	5840
126	(106, 23)	(19, 37)	5840
135	(169, 14)	(16, 40)	5840
131	(400, 13)	(13, 54)	5840
11	(332, 0)	(12, 32)	5840
82	(70, 359)	(29, 70)	5880
136	(324, 308)	(42, 65)	5880
117	(246, 303)	(36, 59)	5880
139	(578, 260)	(31, 75)	5880
140	(482, 257)	(14, 22)	5880
141	(166, 247)	(15, 26)	5880
141	(183, 242)	(18, 25)	5880
142	(214, 230)	(17, 37)	5880
134	(250, 227)	(24, 62)	5880
143	(440, 206)	(25, 37)	5880
84	(840, 191)	(27, 67)	5880
133	(502, 183)	(16, 25)	5880
137	(536, 149)	(21, 47)	5880
129	(739, 110)	(20, 68)	5880
89	(807, 82)	(28, 39)	5880
127	(544, 78)	(17, 33)	5880
122	(337, 54)	(13, 44)	5880
61	(37, 52)	(19, 54)	5880
125	(835, 49)	(16, 31)	5880
131	(379, 24)	(15, 45)	5880
126	(106, 24)	(19, 36)	5880
135	(170, 14)	(16, 41)	5880
131	(400, 13)	(13, 54)	5880
11	(332, 0)	(13, 32)	5880
82	(68, 375)	(32, 56)	5920
117	(245, 306)	(38, 56)	5920
136	(325, 305)	(40, 62)	5920
139	(579, 255)	(30, 70)	5920
140	(483, 253)	(14, 23)	5920
141	(166, 247)	(15, 26)	5920
141	(183, 242)	(18, 25)	5920
142	(214, 230)	(18, 36)	5920
134	(249, 228)	(25, 61)	5920
143	(440, 207)	(25, 40)	5920
84	(841, 194)	(26, 68)	5920
133	(501, 180)	(17, 25)	5920
137	(537, 151)	(21, 45)	5920
129	(738, 108)	(21, 68)	5920
144	(325, 107)	(11, 32)	5920
145	(432, 93)	(12, 26)	5920
89	(808, 83)	(28, 40)	5920
127	(544, 77)	(18, 34)	5920
122	(337, 52)	(14, 45)	5920
61	(37, 52)	(19, 54)	5920
125	(836, 49)	(17, 32)	5920
126	(106, 25)	(19, 35)	5920
131	(380, 24)	(14, 44)	5920
135	(173, 13)	(13, 40)	5920
131	(400, 12)	(14, 55)	5920
11	(333, 0)	(12, 32)	5920
82	(69, 375)	(32, 56)	5960
117	(246, 307)	(38, 60)	5960
136	(326, 304)	(37, 60)	5960
139	(579, 252)	(31, 68)	5960
140	(484, 252)	(13, 21)	5960
141	(166, 247)	(15, 26)	5960
141	(183, 242)	(18, 25)	5960
142	(214, 230)	(18, 36)	5960
134	(249, 229)	(25, 60)	5960
143	(440, 209)	(24, 42)	5960
84	(835, 195)	(33, 67)	5960
133	(501, 179)	(17, 25)	5960
137	(537, 151)	(21, 45)	5960
129	(738, 107)	(20, 68)	5960
144	(326, 107)	(10, 32)	5960
145	(432, 93)	(12, 29)	5960
89	(808, 83)	(29, 41)	5960
127	(544, 77)	(17, 33)	5960
122	(337, 52)	(14, 45)	5960
61	(37, 52)	(19, 54)	5960
125	(837, 50)	(17, 32)	5960
126	(106, 25)	(19, 35)	5960
131	(381, 23)	(14, 45)	5960
135	(174, 20)	(12, 33)	5960
131	(400, 12)	(14, 55)	5960
11	(333, 0)	(12, 32)	5960
82	(67, 367)	(35, 63)	6000
117	(246, 309)	(38, 62)	6000
136	(326, 302)	(36, 56)	6000
139	(579, 250)	(31, 70)	6000
140	(484, 249)	(13, 23)	6000
141	(166, 247)	(15, 25)	6000
141	(183, 242)	(18, 25)	6000
142	(214, 230)	(18, 36)	6000
134	(249, 229)	(25, 59)	6000
143	(440, 210)	(24, 40)	6000
84	(835, 196)	(33, 66)	6000
133	(500, 178)	(17, 24)	6000
137	(538, 152)	(20, 44)	6000
129	(737, 106)	(21, 66)	6000
144	(326, 105)	(10, 32)	6000
145	(432, 94)	(12, 25)	6000
89	(809, 84)	(28, 40)	6000
127	(544, 76)	(17, 33)	6000
61	(37, 52)	(19, 54)	6000
122	(337, 51)	(13, 45)	6000
125	(838, 50)	(17, 32)	6000
126	(106, 25)	(18, 35)	6000
131	(381, 23)	(14, 43)	6000
135	(176, 20)	(12, 33)	6000
131	(400, 12)	(14, 55)	6000
11	(333, 0)	(12, 32)	6000
82	(68, 368)	(36, 62)	6040
82	(88, 396)	(11, 24)	6040
117	(247, 310)	(37, 64)	6040
136	(327, 301)	(35, 54)	6040
139	(579, 249)	(31, 71)	6040
140	(484, 248)	(13, 23)	6040
141	(166, 247)	(16, 25)	6040
141	(183, 241)	(18, 26)	6040
134	(249, 230)	(25, 58)	6040
142	(214, 230)	(18, 36)	6040
143	(440, 211)	(24, 43)	6040
84	(835, 197)	(34, 65)	6040
133	(500, 176)	(17, 24)	6040
137	(538, 152)	(20, 44)	6040
129	(736, 105)	(22, 66)	6040
144	(326, 104)	(10, 32)	6040
145	(433, 95)	(11, 24)	6040
89	(809, 84)	(28, 41)	6040
127	(544, 75)	(17, 33)	6040
61	(37, 52)	(19, 54)	6040
122	(337, 51)	(13, 45)	6040
125	(840, 50)	(16, 32)	6040
126	(106, 25)	(18, 35)	6040
131	(382, 22)	(14, 44)	6040
135	(177, 20)	(13, 32)	6040
131	(400, 11)	(14, 56)	6040
11	(334, 0)	(10, 31)	6040
82	(70, 369)	(36, 61)	6080
117	(248, 312)	(37, 64)	6080
136	(328, 299)	(33, 54)	6080
140	(484, 248)	(14, 22)	6080
139	(580, 247)	(31, 72)	6080
141	(166, 247)	(16, 25)	6080
141	(183, 241)	(18, 26)	6080
134	(248, 231)	(26, 56)	6080
142	(214, 229)	(18, 37)	6080
143	(440, 212)	(24, 43)	6080
84	(835, 197)	(35, 65)	6080
133	(500, 175)	(17, 24)	6080
137	(539, 153)	(20, 44)	6080
129	(735, 104)	(22, 64)	6080
144	(326, 103)	(11, 29)	6080
145	(433, 96)	(11, 26)	6080
89	(810, 93)	(27, 32)	6080
127	(544, 74)	(17, 34)	6080
61	(37, 53)	(19, 52)	6080
125	(841, 51)	(15, 32)	6080
122	(337, 50)	(13, 45)	6080
126	(106, 25)	(18, 35)	6080
131	(382, 22)	(14, 42)	6080
135	(179, 20)	(13, 37)	6080
131	(401, 11)	(14, 55)	6080
11	(334, 0)	(10, 30)	6080
82	(71, 373)	(43, 62)	6120
117	(248, 315)	(37, 64)	6120
136	(331, 297)	(30, 53)	6120
141	(166, 247)	(16, 25)	6120
139	(582, 245)	(29, 72)	6120
140	(486, 244)	(13, 23)	6120
141	(183, 241)	(18, 26)	6120
134	(248, 233)	(26, 58)	6120
142	(215, 229)	(17, 37)	6120
143	(440, 215)	(24, 39)	6120
84	(836, 199)	(35, 63)	6120
133	(501, 172)	(16, 22)	6120
137	(539, 154)	(21, 43)	6120
129	(735, 102)	(22, 62)	6120
144	(326, 101)	(11, 27)	6120
145	(433, 97)	(11, 28)	6120
89	(810, 85)	(28, 41)	6120
127	(544, 72)	(17, 33)	6120
61	(37, 53)	(19, 52)	6120
125	(842, 51)	(16, 33)	6120
122	(338, 49)	(13, 42)	6120
126	(106, 25)	(18, 34)	6120
131	(383, 21)	(14, 42)	6120
135	(181, 20)	(14, 32)	6120
131	(401, 11)	(14, 55)	6120
11	(335, 0)	(10, 27)	6120
82	(72, 374)	(45, 67)	6160
117	(249, 317)	(37, 62)	6160
136	(332, 295)	(28, 53)	6160
141	(166, 247)	(16, 25)	6160
139	(582, 243)	(29, 74)	6160
140	(486, 243)	(13, 23)	6160
141	(183, 241)	(18, 26)	6160
134	(248, 235)	(26, 60)	6160
142	(215, 229)	(17, 36)	6160
143	(440, 216)	(23, 38)	6160
84	(837, 200)	(34, 63)	6160
133	(501, 171)	(17, 22)	6160
137	(540, 155)	(20, 46)	6160
129	(735, 101)	(22, 63)	6160
144	(326, 100)	(11, 27)	6160
145	(433, 98)	(11, 28)	6160
89	(810, 85)	(28, 42)	6160
127	(544, 71)	(17, 33)	6160
61	(37, 53)	(19, 52)	6160
125	(843, 51)	(16, 33)	6160
122	(338, 48)	(13, 41)	6160
126	(106, 26)	(18, 34)	6160
131	(383, 21)	(14, 42)	6160
135	(183, 20)	(14, 32)	6160
131	(402, 10)	(13, 54)	6160
11	(335, 0)	(10, 24)	6160
82	(74, 377)	(45, 65)	6200
117	(249, 318)	(37, 61)	6200
136	(332, 293)	(28, 54)	6200
141	(167, 247)	(15, 25)	6200
139	(583, 244)	(28, 72)	6200
140	(486, 242)	(13, 23)	6200
